ID клиента;Возраст;Пол;Срок сотрудничества;Кредитный рейтинг;Сумма на банковском счете;Количество банковских продуктов;Кредитная карта;Статус сотрудничества
15743245;42.0;Мужской;3;624;145155.37;1;Есть;Покинул банк
15764431;34.0;Женский;5;671;130929.02;4;Есть;Покинул банк
15702801;29.0;Женский;3;677;86616.35;1;Нет;Покинул банк
15569572;42.0;Мужской;6;778;0.0;2;Есть;Остается клиентом
15577999;62.0;Женский;1;850;124678.35;1;Есть;Покинул банк
15655229;35.0;Женский;7;850;114285.2;1;Нет;Остается клиентом
15648577;31.0;Женский;3;493;0.0;1;Есть;Покинул банк
15661473;51.0;Мужской;4;780;126725.25;1;Есть;Покинул банк
15783007;45.0;Женский;1;520;123086.39;1;Есть;Покинул банк
15734312;43.0;Мужской;6;577;0.0;2;Есть;Остается клиентом
15741275;57.0;Женский;7;623;71481.79;2;Есть;Остается клиентом
15641319;50.0;Мужской;4;518;0.0;1;Нет;Покинул банк
15657342;28.0;Мужской;4;850;147972.19;1;Есть;Покинул банк
15780038;38.0;Мужской;6;756;119208.85;1;Есть;Покинул банк
15651627;39.0;Мужской;1;628;115341.19;1;Есть;Покинул банк
15622985;39.0;Женский;4;679;0.0;1;Нет;Покинул банк
15602647;39.0;Мужской;6;729;127415.85;1;Есть;Покинул банк
15616529;34.0;Мужской;3;613;0.0;1;Есть;Остается клиентом
15672598;30.0;Мужской;9;613;111927.45;1;Есть;Остается клиентом
15682356;37.0;Женский;7;655;111852.84;2;Есть;Остается клиентом
15755638;43.0;Женский;5;673;168069.73;1;Есть;Покинул банк
15772896;42.0;Мужской;6;763;100160.75;1;Есть;Покинул банк
15729515;36.0;Мужской;1;782;148795.17;2;Есть;Остается клиентом
15770185;32.0;Мужской;10;779;80728.15;1;Есть;Остается клиентом
15708693;33.0;Женский;2;759;0.0;2;Есть;Остается клиентом
15709523;30.0;Женский;0;525;157989.21;2;Есть;Остается клиентом
15730394;43.0;Женский;8;709;0.0;2;Нет;Покинул банк
15811036;46.0;Мужской;7;565;135369.71;1;Нет;Остается клиентом
15704657;39.0;Мужской;3;601;72647.64;1;Есть;Покинул банк
15690546;42.0;Женский;2;618;0.0;4;Нет;Покинул банк
15570060;43.0;Женский;8;586;132558.26;1;Есть;Покинул банк
15766355;49.0;Мужской;0;550;108806.96;3;Есть;Покинул банк
15621075;45.0;Женский;1;778;162150.42;2;Есть;Остается клиентом
15648794;57.0;Мужской;4;836;101247.06;1;Есть;Покинул банк
