Возраст,Пол,Квалификация,Стаж,Семейное положение,Иждивенцы,Срок проживания,Иностранное гражданство,Телефон,Банковский счет,Сберегательный счет,Собственность,Плата за жилье,Кредитный рейтинг,Число кредитов,Другие кредиты,Сумма,Срок,Процентная ставка платежа,Поручители,Цель,Класс
514,54.0,1,2,1.0,никогда не состоял(а),1,1,1,0,0,0,страхование жизни/сберегательный договор,собственность,2,1,нет,2255,24,4,нет,автомобиль (новый),1
515,37.0,0,2,3.0,замужем/живет раздельно/разведена,1,3,0,0,-1,1,страхование жизни/сберегательный договор,собственность,0,2,нет,609,6,4,нет,автомобиль (новый),1
516,40.0,1,1,1.0,никогда не состоял(а),2,4,0,0,-1,1,недвижимость,собственность,0,1,нет,1361,6,2,нет,автомобиль (новый),1
517,23.0,0,2,1.0,замужем/живет раздельно/разведена,1,4,1,1,0,1,страхование жизни/сберегательный договор,аренда,0,2,нет,7127,36,2,нет,мебель/оборудование,0
518,43.0,1,2,4.0,никогда не состоял(а),1,2,1,1,-1,2,страхование жизни/сберегательный договор,собственность,2,1,нет,1203,6,3,нет,автомобиль (новый),1
519,36.0,1,2,4.0,никогда не состоял(а),1,4,1,0,0,0,неизвестно/нет собственности,бесплатно,0,2,нет,700,6,4,нет,радио/телевидение,1
520,,1,2,4.0,никогда не состоял(а),1,4,1,0,0,1,неизвестно/нет собственности,бесплатно,0,2,нет,5507,24,3,нет,ремонт,1
521,24.0,0,2,2.0,замужем/живет раздельно/разведена,1,2,1,0,-1,1,недвижимость,собственность,2,1,нет,3190,18,2,нет,радио/телевидение,0
522,,1,2,2.0,никогда не состоял(а),2,4,1,0,-1,1,неизвестно/нет собственности,бесплатно,4,2,нет,7119,48,3,нет,мебель/оборудование,0
523,23.0,0,2,3.0,замужем/живет раздельно/разведена,1,4,1,0,0,2,автомобиль,собственность,2,1,нет,3488,24,3,нет,автомобиль (б/у),1
524,26.0,0,1,2.0,замужем/живет раздельно/разведена,2,4,1,0,1,1,недвижимость,собственность,2,1,нет,1113,18,4,поручитель,радио/телевидение,1
525,30.0,1,2,1.0,никогда не состоял(а),1,3,1,0,1,1,автомобиль,собственность,2,2,нет,7966,26,2,нет,автомобиль (б/у),1
526,31.0,0,2,2.0,замужем/живет раздельно/разведена,1,3,1,0,0,2,автомобиль,собственность,0,1,нет,1532,15,4,нет,образование,1
527,42.0,1,1,3.0,никогда не состоял(а),2,1,1,0,0,1,недвижимость,собственность,0,2,нет,1503,4,2,нет,радио/телевидение,1
528,31.0,1,2,2.0,живет раздельно/разведен,1,4,1,0,-1,1,автомобиль,аренда,2,1,нет,2302,36,4,нет,радио/телевидение,0
529,41.0,1,1,1.0,никогда не состоял(а),2,4,1,1,-1,1,недвижимость,собственность,2,1,нет,662,6,3,нет,автомобиль (новый),1
530,32.0,1,2,3.0,никогда не состоял(а),2,1,1,0,1,1,автомобиль,собственность,2,2,нет,2273,36,3,нет,образование,1
531,28.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,1,1,2,автомобиль,аренда,2,2,нет,2631,15,2,нет,автомобиль (новый),0
532,41.0,1,2,2.0,женат/овдовел,1,4,1,0,0,1,недвижимость,аренда,1,1,нет,1503,12,4,нет,автомобиль (б/у),1
533,26.0,1,2,3.0,женат/овдовел,1,3,1,1,0,2,страхование жизни/сберегательный договор,собственность,2,1,нет,1311,24,4,нет,радио/телевидение,1
534,25.0,1,2,1.0,никогда не состоял(а),1,2,1,0,0,0,автомобиль,собственность,2,2,нет,3105,24,4,нет,радио/телевидение,1
535,33.0,1,2,1.0,живет раздельно/разведен,1,1,1,0,2,1,автомобиль,аренда,0,1,нет,2319,21,2,нет,образование,0
536,75.0,0,3,0.0,замужем/живет раздельно/разведена,1,3,1,1,-1,0,страхование жизни/сберегательный договор,собственность,2,1,нет,1374,6,4,нет,автомобиль (новый),1
537,37.0,0,2,4.0,замужем/живет раздельно/разведена,1,4,1,1,1,1,страхование жизни/сберегательный договор,собственность,0,1,нет,3612,18,3,нет,мебель/оборудование,1
538,42.0,1,3,4.0,никогда не состоял(а),1,4,1,0,-1,1,неизвестно/нет собственности,бесплатно,2,1,банк,7763,48,4,нет,автомобиль (новый),0
539,45.0,0,1,1.0,замужем/живет раздельно/разведена,1,1,1,0,2,1,страхование жизни/сберегательный договор,собственность,2,1,магазин,3049,18,1,нет,мебель/оборудование,1
540,23.0,1,2,1.0,женат/овдовел,1,1,1,0,1,1,недвижимость,аренда,2,1,нет,1534,12,1,нет,радио/телевидение,0
541,60.0,1,2,4.0,никогда не состоял(а),1,4,1,1,0,1,неизвестно/нет собственности,бесплатно,1,2,нет,2032,24,4,нет,автомобиль (новый),1
542,31.0,1,2,4.0,никогда не состоял(а),1,4,1,0,-1,0,страхование жизни/сберегательный договор,собственность,2,1,нет,6350,30,4,нет,мебель/оборудование,0
543,,1,1,2.0,никогда не состоял(а),2,1,1,0,2,1,недвижимость,собственность,2,1,нет,2864,18,2,нет,мебель/оборудование,0
544,61.0,1,1,,никогда не состоял(а),1,4,1,0,0,1,недвижимость,собственность,0,2,нет,1255,12,4,нет,автомобиль (новый),1
545,43.0,1,2,0.0,никогда не состоял(а),2,2,1,0,-1,1,недвижимость,бесплатно,1,2,нет,1333,24,4,нет,автомобиль (новый),0
546,37.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,1,0,1,автомобиль,собственность,0,1,нет,2022,24,4,нет,автомобиль (новый),1
547,32.0,1,2,3.0,никогда не состоял(а),2,1,1,0,0,1,автомобиль,собственность,2,1,банк,1552,24,3,нет,радио/телевидение,1
548,24.0,0,1,2.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,недвижимость,собственность,3,1,банк,626,12,4,нет,радио/телевидение,0
549,35.0,1,2,3.0,никогда не состоял(а),1,1,1,1,0,0,неизвестно/нет собственности,бесплатно,0,2,нет,8858,48,2,нет,автомобиль (б/у),1
550,23.0,0,2,3.0,замужем/живет раздельно/разведена,1,4,1,0,0,0,недвижимость,собственность,0,2,нет,996,12,4,нет,ремонт,1
551,45.0,1,1,4.0,никогда не состоял(а),2,4,1,0,0,3,страхование жизни/сберегательный договор,собственность,3,1,банк,1750,6,2,нет,радио/телевидение,1
552,34.0,1,2,3.0,женат/овдовел,1,1,1,1,-1,1,недвижимость,собственность,2,2,нет,6999,48,1,поручитель,радио/телевидение,0
553,27.0,1,2,1.0,никогда не состоял(а),1,1,1,0,1,2,автомобиль,собственность,0,1,нет,1995,12,4,нет,автомобиль (новый),1
554,67.0,0,3,,замужем/живет раздельно/разведена,1,4,1,1,1,1,страхование жизни/сберегательный договор,собственность,2,2,нет,1199,9,4,нет,образование,1
555,22.0,1,2,1.0,никогда не состоял(а),1,1,1,0,1,1,автомобиль,собственность,2,1,магазин,1331,12,2,нет,радио/телевидение,0
556,28.0,0,2,1.0,замужем/живет раздельно/разведена,1,3,1,0,1,2,автомобиль,собственность,4,2,нет,2278,18,3,нет,автомобиль (новый),0
557,29.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,1,0,0,страхование жизни/сберегательный договор,собственность,4,2,банк,5003,21,1,нет,,0
558,27.0,1,2,3.0,никогда не состоял(а),1,4,1,0,-1,1,автомобиль,собственность,3,1,банк,3552,24,3,нет,мебель/оборудование,0
559,31.0,1,1,1.0,никогда не состоял(а),1,2,1,0,1,1,недвижимость,собственность,0,2,нет,1928,18,2,нет,мебель/оборудование,0
560,49.0,1,2,4.0,никогда не состоял(а),2,4,1,1,-1,0,неизвестно/нет собственности,бесплатно,2,1,банк,2964,24,4,нет,автомобиль (б/у),1
561,24.0,1,1,3.0,никогда не состоял(а),1,4,1,0,-1,1,автомобиль,аренда,3,1,банк,1546,24,4,поручитель,радио/телевидение,0
562,29.0,0,2,1.0,замужем/живет раздельно/разведена,1,1,1,0,2,1,страхование жизни/сберегательный договор,собственность,1,1,банк,683,6,2,нет,радио/телевидение,1
563,37.0,1,2,2.0,никогда не состоял(а),1,4,1,1,1,0,неизвестно/нет собственности,бесплатно,2,1,нет,12389,36,1,нет,,0
564,37.0,1,3,2.0,никогда не состоял(а),1,2,1,1,1,0,страхование жизни/сберегательный договор,собственность,1,2,банк,4712,24,4,нет,бизнес,1
565,23.0,0,2,3.0,замужем/живет раздельно/разведена,1,2,1,1,1,2,страхование жизни/сберегательный договор,аренда,1,2,нет,1553,24,3,нет,радио/телевидение,1
566,36.0,1,2,3.0,живет раздельно/разведен,1,3,1,0,-1,1,автомобиль,собственность,2,1,нет,1372,12,2,нет,автомобиль (новый),0
567,34.0,1,2,4.0,никогда не состоял(а),1,2,1,0,0,4,автомобиль,собственность,0,1,нет,2578,24,2,нет,радио/телевидение,1
568,41.0,1,2,3.0,никогда не состоял(а),2,1,1,1,1,0,автомобиль,собственность,2,2,нет,3979,48,4,нет,радио/телевидение,1
569,31.0,0,2,2.0,замужем/живет раздельно/разведена,1,2,1,1,-1,1,автомобиль,собственность,2,1,нет,6758,48,3,нет,радио/телевидение,0
570,23.0,0,1,1.0,замужем/живет раздельно/разведена,1,4,1,1,-1,1,недвижимость,аренда,2,1,нет,3234,24,4,нет,мебель/оборудование,0
571,38.0,1,2,3.0,никогда не состоял(а),1,2,1,0,0,1,автомобиль,собственность,0,1,нет,5954,30,3,созаемщик,радио/телевидение,1
572,26.0,0,3,,замужем/живет раздельно/разведена,1,4,1,1,0,0,страхование жизни/сберегательный договор,аренда,2,1,нет,5433,24,2,нет,автомобиль (б/у),1
573,22.0,0,1,2.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,806,15,4,нет,бизнес,1
574,27.0,1,1,4.0,никогда не состоял(а),1,4,1,0,1,1,автомобиль,собственность,2,2,нет,1082,9,4,нет,радио/телевидение,1
575,24.0,0,2,3.0,замужем/живет раздельно/разведена,1,3,1,0,0,1,автомобиль,собственность,0,2,банк,2788,15,2,созаемщик,мебель/оборудование,1
576,27.0,0,2,3.0,замужем/живет раздельно/разведена,1,1,1,0,1,1,недвижимость,собственность,2,1,нет,2930,12,2,нет,радио/телевидение,1
577,33.0,0,2,2.0,замужем/живет раздельно/разведена,1,2,1,1,0,0,автомобиль,собственность,0,2,нет,1927,24,3,нет,образование,1
578,27.0,1,2,1.0,живет раздельно/разведен,1,4,1,0,1,1,автомобиль,собственность,0,2,нет,2820,36,4,нет,автомобиль (новый),0
579,27.0,1,1,1.0,женат/овдовел,1,3,1,0,0,1,автомобиль,собственность,2,2,нет,937,24,4,нет,переподготовка,1
580,30.0,1,2,4.0,никогда не состоял(а),1,3,1,0,1,1,недвижимость,собственность,0,2,банк,1056,18,3,поручитель,автомобиль (новый),0
581,49.0,1,1,1.0,никогда не состоял(а),2,3,1,0,1,1,недвижимость,собственность,0,2,банк,3124,12,1,нет,автомобиль (новый),1
582,26.0,0,2,2.0,замужем/живет раздельно/разведена,1,2,1,0,0,1,недвижимость,аренда,2,1,нет,1388,9,4,нет,мебель/оборудование,1
583,33.0,1,1,1.0,никогда не состоял(а),1,1,1,0,1,1,неизвестно/нет собственности,аренда,2,1,нет,2384,36,4,нет,ремонт,0
584,52.0,0,3,4.0,замужем/живет раздельно/разведена,1,4,1,1,0,0,неизвестно/нет собственности,бесплатно,2,1,нет,2133,12,4,нет,автомобиль (новый),1
585,20.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,недвижимость,аренда,2,1,банк,2039,18,1,нет,мебель/оборудование,0
586,36.0,1,2,2.0,никогда не состоял(а),2,2,1,0,-1,1,недвижимость,аренда,0,2,нет,2799,9,2,нет,автомобиль (новый),1
587,21.0,1,1,2.0,никогда не состоял(а),1,1,1,0,-1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,1289,12,4,поручитель,мебель/оборудование,1
588,47.0,1,1,2.0,женат/овдовел,1,3,1,1,-1,1,недвижимость,собственность,2,1,нет,1217,18,4,нет,бытовая техника,0
589,,1,2,4.0,никогда не состоял(а),1,3,1,0,-1,1,страхование жизни/сберегательный договор,собственность,0,2,нет,2246,12,3,нет,мебель/оборудование,0
590,58.0,0,1,3.0,замужем/живет раздельно/разведена,1,3,1,1,-1,1,недвижимость,собственность,0,4,нет,385,12,4,нет,радио/телевидение,1
591,42.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,1,1,0,автомобиль,аренда,1,2,нет,1965,24,4,нет,автомобиль (новый),1
592,36.0,0,1,4.0,замужем/живет раздельно/разведена,1,4,1,0,0,4,недвижимость,собственность,2,1,банк,1572,21,4,нет,бизнес,1
593,20.0,0,1,2.0,замужем/живет раздельно/разведена,1,4,1,1,1,1,страхование жизни/сберегательный договор,аренда,2,1,нет,2718,24,3,нет,автомобиль (новый),0
594,40.0,1,3,4.0,никогда не состоял(а),1,3,1,1,-1,0,автомобиль,собственность,3,1,магазин,1358,24,4,нет,другое,0
595,32.0,0,1,1.0,замужем/живет раздельно/разведена,1,1,1,0,1,2,страхование жизни/сберегательный договор,собственность,3,1,магазин,931,6,1,нет,автомобиль (новый),0
596,23.0,0,2,3.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,автомобиль,аренда,2,2,нет,1442,24,4,нет,автомобиль (новый),0
597,36.0,1,1,2.0,никогда не состоял(а),1,4,1,1,1,1,недвижимость,собственность,4,3,нет,4241,24,1,,бизнес,0
598,31.0,1,2,3.0,никогда не состоял(а),1,2,1,0,0,1,страхование жизни/сберегательный договор,собственность,0,2,банк,2775,18,2,нет,автомобиль (новый),0
599,,1,2,,никогда не состоял(а),1,2,1,0,0,1,неизвестно/нет собственности,бесплатно,1,1,нет,3863,24,1,нет,бизнес,1
600,45.0,0,2,1.0,замужем/живет раздельно/разведена,1,1,1,0,1,1,недвижимость,собственность,2,1,нет,2329,7,1,поручитель,радио/телевидение,1
601,30.0,0,2,2.0,замужем/живет раздельно/разведена,1,1,1,0,1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,918,9,4,нет,,0
602,34.0,0,1,3.0,замужем/живет раздельно/разведена,1,4,1,0,1,1,неизвестно/нет собственности,бесплатно,3,1,банк,1837,24,4,,образование,0
603,28.0,0,3,2.0,замужем/живет раздельно/разведена,1,2,1,1,0,1,автомобиль,собственность,2,1,нет,3349,36,4,нет,мебель/оборудование,0
604,23.0,0,2,1.0,замужем/живет раздельно/разведена,1,2,1,0,2,1,страхование жизни/сберегательный договор,собственность,2,1,нет,1275,10,4,нет,мебель/оборудование,1
605,22.0,1,2,2.0,никогда не состоял(а),1,4,1,1,-1,3,недвижимость,собственность,3,1,магазин,2828,24,4,нет,мебель/оборудование,1
606,74.0,1,3,2.0,никогда не состоял(а),1,2,1,1,0,1,недвижимость,собственность,0,1,нет,4526,24,3,нет,бизнес,1
607,50.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,0,1,2,неизвестно/нет собственности,бесплатно,2,1,нет,2671,36,4,созаемщик,радио/телевидение,0
608,33.0,1,2,1.0,никогда не состоял(а),1,1,1,0,0,1,недвижимость,собственность,2,1,нет,2051,18,4,нет,радио/телевидение,1
609,45.0,1,2,4.0,никогда не состоял(а),2,4,1,0,0,0,неизвестно/нет собственности,бесплатно,2,1,банк,1300,15,4,нет,автомобиль (б/у),1
610,22.0,0,2,0.0,замужем/живет раздельно/разведена,1,3,1,0,-1,2,страхование жизни/сберегательный договор,собственность,2,1,нет,741,12,4,нет,бытовая техника,0
611,48.0,0,1,4.0,замужем/живет раздельно/разведена,2,4,1,0,2,2,неизвестно/нет собственности,бесплатно,2,1,нет,1240,10,1,нет,автомобиль (новый),0
612,,0,2,1.0,замужем/живет раздельно/разведена,1,2,1,0,-1,4,автомобиль,собственность,2,1,банк,3357,21,4,нет,радио/телевидение,1
613,22.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,0,0,-1,1,автомобиль,аренда,3,1,банк,3632,24,1,поручитель,автомобиль (б/у),1
614,22.0,0,2,3.0,замужем/живет раздельно/разведена,1,1,1,0,0,1,недвижимость,собственность,1,1,нет,1808,18,4,нет,мебель/оборудование,0
615,48.0,1,3,,никогда не состоял(а),1,2,1,1,1,0,автомобиль,собственность,4,1,банк,12204,48,2,нет,бизнес,1
616,27.0,1,3,2.0,никогда не состоял(а),1,2,1,0,1,0,неизвестно/нет собственности,бесплатно,1,1,нет,9157,60,2,нет,радио/телевидение,1
617,37.0,1,2,2.0,никогда не состоял(а),2,3,1,0,-1,1,недвижимость,аренда,0,3,нет,3676,6,1,нет,автомобиль (новый),1
618,21.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,0,1,2,автомобиль,аренда,2,1,нет,3441,30,2,созаемщик,мебель/оборудование,0
619,49.0,1,1,2.0,живет раздельно/разведен,1,2,1,0,0,1,недвижимость,собственность,2,1,нет,640,12,4,нет,автомобиль (новый),1
620,27.0,1,2,,никогда не состоял(а),1,3,1,0,1,1,страхование жизни/сберегательный договор,собственность,0,2,нет,3652,21,2,нет,бизнес,1
621,32.0,1,2,2.0,никогда не состоял(а),1,2,1,0,0,1,страхование жизни/сберегательный договор,собственность,0,2,банк,1530,18,3,нет,автомобиль (новый),0
622,38.0,1,2,2.0,живет раздельно/разведен,1,2,1,0,0,0,недвижимость,собственность,2,1,банк,3914,48,4,нет,бизнес,0
623,22.0,0,2,1.0,замужем/живет раздельно/разведена,1,1,1,0,-1,1,автомобиль,аренда,2,1,нет,1858,12,4,нет,мебель/оборудование,1
624,65.0,1,2,2.0,никогда не состоял(а),1,4,1,0,-1,1,неизвестно/нет собственности,бесплатно,2,2,нет,2600,18,4,нет,радио/телевидение,0
625,35.0,1,2,4.0,никогда не состоял(а),1,2,1,0,0,0,автомобиль,собственность,2,1,нет,1979,15,4,нет,радио/телевидение,1
626,41.0,1,2,2.0,никогда не состоял(а),1,2,1,1,2,1,недвижимость,собственность,2,1,нет,2116,6,2,,мебель/оборудование,1
627,29.0,1,2,3.0,никогда не состоял(а),1,3,1,0,1,2,неизвестно/нет собственности,собственность,3,1,нет,1437,9,2,нет,автомобиль (новый),0
628,36.0,1,2,2.0,никогда не состоял(а),1,4,1,1,0,3,недвижимость,собственность,0,2,нет,4042,42,4,нет,мебель/оборудование,1
629,64.0,1,1,4.0,никогда не состоял(а),1,4,1,0,0,0,недвижимость,собственность,2,1,нет,3832,9,1,нет,образование,1
630,28.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,автомобиль,собственность,2,1,нет,3660,24,2,нет,радио/телевидение,1
631,44.0,1,2,2.0,никогда не состоял(а),1,3,1,0,-1,1,автомобиль,собственность,3,1,банк,1553,18,4,нет,мебель/оборудование,0
632,23.0,1,2,1.0,никогда не состоял(а),1,1,1,0,1,0,страхование жизни/сберегательный договор,собственность,2,1,нет,1444,15,4,нет,радио/телевидение,1
633,19.0,0,2,,замужем/живет раздельно/разведена,1,2,1,0,0,1,автомобиль,аренда,2,2,нет,1980,9,2,созаемщик,мебель/оборудование,0
634,25.0,0,1,1.0,замужем/живет раздельно/разведена,1,4,1,1,1,1,автомобиль,собственность,2,1,нет,1355,24,3,нет,автомобиль (новый),0
635,47.0,1,2,4.0,никогда не состоял(а),2,4,1,1,0,1,страхование жизни/сберегательный договор,собственность,2,3,банк,1393,12,4,нет,образование,1
636,28.0,0,2,3.0,замужем/живет раздельно/разведена,1,1,1,0,0,3,автомобиль,собственность,2,1,нет,1376,24,4,нет,радио/телевидение,1
637,21.0,1,2,3.0,никогда не состоял(а),1,4,1,1,0,1,автомобиль,собственность,1,2,нет,15653,60,2,нет,радио/телевидение,1
638,34.0,0,2,1.0,замужем/живет раздельно/разведена,2,3,1,0,0,1,автомобиль,собственность,2,1,нет,1493,12,4,нет,радио/телевидение,1
639,26.0,1,2,3.0,никогда не состоял(а),2,2,1,1,-1,1,страхование жизни/сберегательный договор,собственность,1,2,банк,4370,42,3,нет,радио/телевидение,0
640,27.0,0,0,0.0,замужем/живет раздельно/разведена,1,1,1,0,-1,1,недвижимость,собственность,2,1,нет,750,18,4,нет,образование,0
641,,1,1,4.0,никогда не состоял(а),1,4,1,0,1,1,автомобиль,собственность,2,2,нет,1308,15,4,нет,ремонт,1
642,40.0,1,3,2.0,никогда не состоял(а),1,2,1,1,0,2,страхование жизни/сберегательный договор,собственность,2,1,нет,4623,15,3,нет,образование,0
643,,1,2,3.0,женат/овдовел,1,2,1,1,0,1,автомобиль,собственность,0,2,нет,1851,24,4,поручитель,радио/телевидение,1
644,32.0,1,3,3.0,женат/овдовел,1,1,1,1,-1,1,страхование жизни/сберегательный договор,собственность,0,2,нет,1880,18,4,нет,радио/телевидение,1
645,27.0,1,2,1.0,никогда не состоял(а),1,4,1,1,0,0,автомобиль,аренда,1,2,нет,7980,36,4,нет,бизнес,0
646,32.0,1,2,2.0,живет раздельно/разведен,1,2,1,0,-1,1,недвижимость,собственность,4,2,нет,4583,30,2,поручитель,мебель/оборудование,1
647,,0,2,,замужем/живет раздельно/разведена,1,2,1,0,0,3,страхование жизни/сберегательный договор,собственность,2,1,нет,1386,12,2,нет,автомобиль (новый),0
648,38.0,1,2,3.0,никогда не состоял(а),2,3,1,0,2,1,неизвестно/нет собственности,бесплатно,2,1,банк,947,24,4,нет,автомобиль (новый),0
649,40.0,1,1,2.0,никогда не состоял(а),2,4,1,0,-1,1,автомобиль,аренда,2,1,нет,684,12,4,нет,образование,0
650,50.0,1,3,3.0,никогда не состоял(а),1,1,1,1,-1,1,неизвестно/нет собственности,бесплатно,2,1,нет,7476,48,4,нет,образование,1
651,37.0,1,1,2.0,никогда не состоял(а),1,2,1,0,1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,1922,12,4,нет,мебель/оборудование,0
652,45.0,1,2,4.0,никогда не состоял(а),1,1,1,0,-1,1,недвижимость,собственность,2,1,нет,2303,24,4,созаемщик,автомобиль (новый),0
653,42.0,1,3,4.0,никогда не состоял(а),1,4,1,1,1,2,автомобиль,собственность,1,4,нет,8086,36,2,нет,автомобиль (новый),0
654,35.0,1,2,,никогда не состоял(а),1,3,1,1,0,1,автомобиль,собственность,0,2,нет,2346,24,4,нет,автомобиль (б/у),1
655,22.0,1,2,0.0,никогда не состоял(а),1,4,1,0,-1,1,неизвестно/нет собственности,бесплатно,2,1,нет,3973,14,1,нет,автомобиль (новый),1
656,41.0,1,1,4.0,никогда не состоял(а),2,4,1,0,1,1,автомобиль,собственность,2,1,банк,888,12,4,нет,автомобиль (новый),0
657,37.0,1,2,3.0,никогда не состоял(а),1,3,1,1,0,0,автомобиль,собственность,2,1,магазин,10222,48,4,нет,радио/телевидение,1
658,28.0,0,2,2.0,замужем/живет раздельно/разведена,1,1,1,0,1,1,автомобиль,собственность,4,2,нет,4221,30,2,нет,бизнес,1
659,41.0,1,2,4.0,никогда не состоял(а),1,1,1,1,1,1,неизвестно/нет собственности,собственность,0,1,нет,6361,18,2,нет,мебель/оборудование,1
660,23.0,1,2,2.0,женат/овдовел,1,4,1,0,2,1,недвижимость,аренда,2,1,нет,1297,12,3,нет,радио/телевидение,1
661,23.0,1,2,2.0,женат/овдовел,1,2,1,0,-1,0,автомобиль,собственность,2,1,нет,900,12,4,нет,автомобиль (новый),0
662,50.0,1,2,4.0,никогда не состоял(а),1,2,1,0,0,1,недвижимость,собственность,2,2,нет,2241,21,4,нет,мебель/оборудование,1
663,35.0,1,3,0.0,никогда не состоял(а),1,1,1,1,1,1,страхование жизни/сберегательный договор,собственность,1,2,магазин,1050,6,4,нет,мебель/оборудование,1
664,50.0,0,1,2.0,замужем/живет раздельно/разведена,1,4,1,0,2,1,страхование жизни/сберегательный договор,собственность,0,1,нет,1047,6,2,нет,образование,1
665,27.0,1,3,0.0,никогда не состоял(а),1,2,1,1,0,1,неизвестно/нет собственности,собственность,0,2,банк,6314,24,4,созаемщик,другое,1
666,34.0,1,2,2.0,никогда не состоял(а),2,2,1,1,1,4,автомобиль,собственность,3,1,магазин,3496,30,4,нет,мебель/оборудование,1
667,27.0,0,2,2.0,замужем/живет раздельно/разведена,1,1,1,0,0,1,недвижимость,собственность,3,1,магазин,3609,48,1,нет,бизнес,1
668,43.0,1,2,,никогда не состоял(а),1,4,1,1,-1,1,страхование жизни/сберегательный договор,аренда,0,2,нет,4843,12,3,созаемщик,автомобиль (новый),0
669,47.0,1,2,4.0,никогда не состоял(а),1,4,1,0,2,1,страхование жизни/сберегательный договор,собственность,0,1,нет,3017,30,4,нет,радио/телевидение,1
670,27.0,1,1,2.0,никогда не состоял(а),1,3,1,1,0,2,страхование жизни/сберегательный договор,собственность,0,2,нет,4139,24,3,нет,бизнес,1
671,31.0,1,2,3.0,никогда не состоял(а),1,2,1,1,0,2,автомобиль,собственность,2,2,нет,5742,36,2,нет,бизнес,1
672,,1,3,,никогда не состоял(а),1,4,1,1,0,1,страхование жизни/сберегательный договор,собственность,2,1,нет,10366,60,2,нет,автомобиль (новый),1
673,24.0,1,2,2.0,женат/овдовел,1,2,1,0,0,3,автомобиль,собственность,0,1,нет,2080,6,1,нет,автомобиль (новый),1
674,41.0,1,1,1.0,никогда не состоял(а),2,2,1,0,0,3,недвижимость,собственность,1,1,банк,2580,21,4,нет,бизнес,0
675,26.0,0,3,3.0,замужем/живет раздельно/разведена,1,4,1,1,0,1,автомобиль,аренда,0,1,нет,4530,30,4,нет,радио/телевидение,1
676,33.0,1,2,4.0,никогда не состоял(а),1,4,1,1,0,1,автомобиль,собственность,0,1,нет,5150,24,4,нет,мебель/оборудование,1
677,24.0,1,2,2.0,женат/овдовел,1,2,1,0,1,2,автомобиль,собственность,2,1,нет,5595,72,2,нет,радио/телевидение,0
678,64.0,1,1,4.0,никогда не состоял(а),1,4,1,0,-1,1,недвижимость,аренда,2,1,банк,2384,24,4,нет,радио/телевидение,1
679,26.0,0,2,1.0,замужем/живет раздельно/разведена,1,1,1,0,0,1,недвижимость,собственность,2,1,нет,1453,18,3,нет,радио/телевидение,1
680,56.0,0,2,1.0,замужем/живет раздельно/разведена,1,2,1,0,0,1,неизвестно/нет собственности,собственность,2,1,нет,1538,6,1,нет,образование,1
681,37.0,1,2,2.0,никогда не состоял(а),1,4,1,1,0,0,неизвестно/нет собственности,бесплатно,2,1,нет,2279,12,4,нет,радио/телевидение,1
682,33.0,1,2,2.0,женат/овдовел,1,3,1,0,0,1,недвижимость,собственность,1,2,банк,1478,15,4,,радио/телевидение,1
683,47.0,1,2,1.0,женат/овдовел,1,3,1,1,0,1,неизвестно/нет собственности,бесплатно,0,3,нет,5103,24,3,нет,радио/телевидение,1
684,31.0,1,1,3.0,никогда не состоял(а),2,3,1,1,1,2,страхование жизни/сберегательный договор,собственность,1,2,нет,9857,36,1,нет,бизнес,1
685,34.0,1,2,2.0,никогда не состоял(а),2,4,1,1,0,0,неизвестно/нет собственности,бесплатно,2,1,нет,6527,60,4,нет,автомобиль (новый),1
686,27.0,1,2,3.0,никогда не состоял(а),1,2,1,1,2,0,страхование жизни/сберегательный договор,собственность,0,2,нет,1347,10,4,нет,радио/телевидение,1
687,,1,2,4.0,никогда не состоял(а),1,3,1,0,1,2,неизвестно/нет собственности,бесплатно,1,1,нет,2862,36,4,нет,автомобиль (новый),1
688,35.0,1,2,4.0,никогда не состоял(а),1,4,1,1,0,2,автомобиль,собственность,2,1,нет,2753,9,3,созаемщик,радио/телевидение,1
689,31.0,1,2,2.0,никогда не состоял(а),2,3,1,0,-1,4,страхование жизни/сберегательный договор,собственность,2,1,нет,3651,12,1,нет,автомобиль (новый),1
690,25.0,1,2,,живет раздельно/разведен,1,3,1,0,-1,1,страхование жизни/сберегательный договор,собственность,0,2,нет,975,15,2,нет,мебель/оборудование,1
691,25.0,0,1,2.0,замужем/живет раздельно/разведена,1,2,1,0,1,2,недвижимость,собственность,2,1,нет,2631,15,3,нет,ремонт,1
